SIM Count,RAM Size,Battery Size,Internal Memory,Version,Screen Size,SIM Type,Colour Name,Condition,Model Number,Model Name,Title,Price,Brand,Rating,Product Image,Product Link,Expandable Memory Type,Secondary Camera Resolution,Charging Type,Processor Speed,Secondary Camera,Product Weight,Display Type,Display Resolution Type,Operating System,Operating System Number,Processor Number,Fast Charging,What's In The Box,Network Frequency Band,Number of Cores,Glass Technology,Primary Camera Feature,Flash,Video Recording Resolution Type,Water/Dust Properties,Finish,Model Year,Network Type,Product Length,Product Height,Product Width/Depth,Maximum Expandable Memory,Primary Camera (MP),Voice Calling Capability,Processor Name,Sensor,Display Resolution,Refresh Rates,Operating System Version,Audio Jack,Camera Type,Battery Type,Pixels Per Inch,Network,Wireless
Dual SIM,1 GB,2400 mAh,32 GB,,5.45 in,Nano SIM,Dark Green,,A6,A6,"IKU A6 2022, 32GB ROM, 1GB RAM, 2400mAh, 3G Network - Dark Green",EGP 1808.00 Inclusive of VAT,IKU,2.9,"['https://f.nooncdn.com/p/pzsku/Z6FBA283C903C8A77902BZ/45/_/1689511689/8cf64e01-bf85-45e3-aee1-2c982a37e11c.jpg', 'https://f.nooncdn.com/p/pzsku/Z9A79B8A5C0400C320B61Z/45/_/1689511669/e7faf6ad-b9a0-4be7-9eaa-b350439560a6.jpg', 'https://f.nooncdn.com/p/pzsku/Z10055E5F184A6095A00DZ/45/_/1689511689/2e1efa70-d503-4642-a5fb-e0d889a5e081.jpg', 'https://f.nooncdn.com/p/pzsku/Z9A204E38359D7ECBD7B6Z/45/_/1689516924/b9c59ff0-d0e6-4610-ab9c-2b787881269a.jpg']",https://www.noon.com/egypt-en/iku-a6-2022-32gb-rom-1gb-ram-2400mah-3g-network-dark-green/Z9A79B8A5C0400C320B61Z/p/?o=z9a79b8a5c0400c320b61z-1,MicroSD,2 MP,Micro USB,,Upto 4.9 MP,,LCD,HD,Android,9,,,"Charger, USB cable, Earphones, Screen Protector, Mobile Case, User Manual",GSM/HSPA,,,,Yes,,,,,,,,,,,,,,720x1600,,Android 9(Pie),3.5 mm,,,,,3G/Wireless/Bluetooth
Dual SIM,4 GB,5200 mAh,128 GB,Middle East Version,6.56 in,Nano SIM,Midnight Black,New,WDY-LX2,Honor X6a,X6a Dual SIM Midnight Black 4GB 128GB 4G,EGP 4799.00 Inclusive of VAT,Honor,4.4,"['https://f.nooncdn.com/p/pnsku/N70022030V/45/_/1699261265/2980aaba-c763-49d0-b732-9cc0987afb39.jpg', 'https://f.nooncdn.com/p/pnsku/N70022032V/45/_/1699261276/ff865dc9-7d56-490f-a5ce-3c9b59337513.jpg', 'https://f.nooncdn.com/p/pnsku/N70022031V/45/_/1699261265/e359e660-14d3-4cae-8831-5f098e9dc7e9.jpg']",https://www.noon.com/egypt-en/x6a-dual-sim-midnight-black-4gb-128gb-4g/N70022032V/p/?o=e3914b4b89229bcb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,8 GB,4676 mAh,256 GB,International Version,6.9 in,Nano + eSIM,Black Titanium,New,iPhone 16 Pro Max,iPhone 16 Pro Max,iPhone 16 Pro Max 256GB Black Titanium 5G With FaceTime - International Version,EGP 75999.00 Inclusive of VAT,Apple,4.8,"['https://f.nooncdn.com/p/pnsku/N70106062V/45/_/1726043625/0b07a32d-ddd4-48d4-9352-f38872e9d7bd.jpg', 'https://f.nooncdn.com/p/pnsku/N70106183V/45/_/1726043631/3064c465-3457-42ef-a234-0b6382365281.jpg', 'https://f.nooncdn.com/p/pnsku/N70106061V/45/_/1726043630/d225a24d-f8df-48e5-b4ff-211fc5450139.jpg', 'https://f.nooncdn.com/p/pnsku/N70106233V/45/_/1725964034/9db15205-9dce-4357-b5cb-95730dcec2bd.jpg']",https://www.noon.com/egypt-en/iphone-16-pro-max-256gb-black-titanium-5g-with-facetime-international-version/N70106062V/p/?o=ba1fab217ad4f87b,No Expandable Memory,12 MP,Type-C,,12 - 15.9 MP,227 g,OLED,,iOS,,A18 Pro,Yes,,,Hexa Core,,Triple,Dual Tone flash,,,,2024,5G,77.6 mm,163 mm,8.3 mm,,48+48+12,Yes,,,,120Hz,iOS 18,,,,,,
Dual SIM,6 GB,5000 mAh,128 GB,Middle East Version,6.67 in,Nano SIM,Feather Green,New,Realme 12x,12X,12x Feather Green Dual SIM 6GB RAM 128GB 5G - Middle East Version,EGP 7290.00 Inclusive of VAT,realme,4.4,"['https://f.nooncdn.com/p/pnsku/N70064671V/45/_/1715855364/5830682f-b8fa-48f2-bb77-0df35f7f7224.jpg', 'https://f.nooncdn.com/p/pnsku/N70064672V/45/_/1715855305/4aaa3008-7ecb-4850-901a-8f81465d5944.jpg']",https://www.noon.com/egypt-en/12x-feather-green-dual-sim-6gb-ram-128gb-5g-middle-east-version/N70064671V/p/?o=f44951724adad7ea,,8 MP,Type-C,2.2 GHz,8 - 11.9 MP,,,,Android,14,MediaTek Dimensity 6100+,,,,Octa Core,,,,,,,,5G,,,,,50MP,Yes,MediaTek Dimensity,,,120Hz,Android 14,,,,,,
,32 MB,1000 mAh,32 MB,,1.8 in,,Grey,,IKU-S3-Gray,,"S3 Dual SIM, 1.8 Inches Display, 600mAh Battery, 32MB/32MB – Gray",EGP 439.00 Inclusive of VAT,IKU,3.4,"['https://f.nooncdn.com/p/pzsku/Z67AE34D243EEF8D4D34FZ/45/_/1723719908/6c753db8-1161-4f9b-8efb-7fee62e65eb2.jpg', 'https://f.nooncdn.com/p/pzsku/Z16E60595529CC9A72C71Z/45/_/1723720276/d79cb926-bd5a-4674-a197-317669029982.jpg', 'https://f.nooncdn.com/p/pzsku/Z623F07046D555B744B33Z/45/_/1723720471/c9776982-d1a5-4c4a-8162-caeb326ea9df.jpg', 'https://f.nooncdn.com/p/pzsku/Z69166BA177C632F51F87Z/45/_/1723719965/f4dab836-868e-4147-8ba3-963457031a53.jpg']",https://www.noon.com/egypt-en/s3-dual-sim-1-8-inches-display-600mah-battery-32mb-32mb-gray/Z623F07046D555B744B33Z/p/?o=z623f07046d555b744b33z-1,,,Micro USB to USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,6 GB,5000 mAh,128 GB,Middle East Version,6.56 in,Nano SIM,Glowing Black,New,"CPH2579GLD,CPH2579",Oppo A38,A38 Dual SIM Glowing Black 6GB RAM 128GB 4G,EGP 7466.50 Inclusive of VAT,OPPO,4.3,"['https://f.nooncdn.com/p/pnsku/N70062938V/45/_/1713330078/ba89c16f-f2e6-4976-862b-f4e783ef4123.jpg', 'https://f.nooncdn.com/p/pnsku/N70062937V/45/_/1713330079/12ad0db9-ee04-4287-9feb-881bf77b0aac.jpg']",https://www.noon.com/egypt-en/a38-dual-sim-glowing-black-6gb-ram-128gb-4g/N70062938V/p/?o=e72dbf02f81ff4ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,8 GB,5100 mAh,256 GB,International Version,6.67 in,Nano SIM,Sparkle Black,New,CPH2669,OPPO A3,A3 Dual SIM Sparkle Black 8GB RAM 256GB 4G - International version,EGP 8095.55 Inclusive of VAT,OPPO,4.8,[],https://www.noon.com/egypt-en/a3-dual-sim-sparkle-black-8gb-ram-256gb-4g-international-version/N70105570V/p/?o=b2244ccba38547bc,,,Type-C,,,,,,Android,,,,,,,,,,,,,,4G,,,,,,,,,,,,,,,,,
Dual SIM,12 GB,5000 mAh,256 GB,Middle East Version,6.7 in,Nano SIM,Olive Green,New,CPH2637,Reno 12F,Reno 12F 5G Dual SIM Olive Green 12GB RAM 256GB - Middle East Version,EGP 13100.00 Inclusive of VAT,OPPO,4.5,"['https://f.nooncdn.com/p/pnsku/N70094404V/45/_/1721647449/1f9a2e55-243d-4584-8530-bf8dd6996275.jpg', 'https://f.nooncdn.com/p/pnsku/N70094405V/45/_/1721647458/f85f7eb7-ac48-4d3b-960e-47cb1599721e.jpg']",https://www.noon.com/egypt-en/reno-12f-5g-dual-sim-olive-green-12gb-ram-256gb-middle-east-version/N70094405V/p/?o=f560292f525ac03d,,32 MP,Type-C,,32 MP & Above,,,,,,,,,,,,,,,,,,5G,,,,,50+2MP,Yes,,,,,,,,,,,
Dual SIM,8 GB,4852 mAh,256 GB,Middle East Version,6.7 in,Nano + eSIM,Blue Titanium,New,"MU6T3AH/A,MU7A3AA/A",iPhone 15 Pro Max,iPhone 15 Pro Max 256GB Blue Titanium 5G With FaceTime - Middle East Version,EGP 62000.00 Inclusive of VAT,Apple,4.6,"['https://f.nooncdn.com/p/pnsku/N53432493A/45/_/1694762141/b2ee3ac8-6f63-4829-a50e-635506aa09b7.jpg', 'https://f.nooncdn.com/p/pnsku/N53432591A/45/_/1694762153/a427f668-a7f9-4be4-b633-58f6bf8ccc6d.jpg', 'https://f.nooncdn.com/p/pnsku/N53432547A/45/_/1694762192/fd45d583-8af9-4ff3-8032-af4a5a3c553c.jpg', 'https://f.nooncdn.com/p/pnsku/N53432479A/45/_/1694762196/41851adf-464e-4d18-ac48-b8647ab2600b.jpg']",https://www.noon.com/egypt-en/iphone-15-pro-max-256gb-blue-titanium-5g-with-facetime-middle-east-version/N53432591A/p/?o=a8605028a23ff50e,,,Type-C,,,,Dynamic AMOLED,,iOS,17,A17 Pro,Yes,,,Octa Core,,Triple,LED,,,,2023,5G,,,,,,Yes,Apple Bionic,,,120Hz,,,,,,,
Dual SIM,12 GB,5000 mAh,512 GB,International Version,6.67 in,Nano SIM,Forest Green,New,"2312DRA50C, 2312CRAD3C, 2312DRA50G, 2312DRA50I, 23117RA68G",Redmi Note 13 Pro,Redmi Note 13 Pro Dual SIM Forest Green 12GB RAM 512GB - Global Version,EGP 13900.00 Inclusive of VAT,Xiaomi,4.5,"['https://f.nooncdn.com/p/pnsku/N70035014V/45/_/1706515769/e58f27d5-0acf-4f99-940d-15f7d4cce75a.jpg', 'https://f.nooncdn.com/p/pnsku/N70035013V/45/_/1706515791/d884bb55-0360-465c-980a-4a893c9c375a.jpg', 'https://f.nooncdn.com/p/pnsku/N70035015V/45/_/1706515791/3a8644b6-ecb0-4ff8-afbd-f77f8ec03cb2.jpg']",https://www.noon.com/egypt-en/redmi-note-13-pro-dual-sim-forest-green-12gb-ram-512gb-global-version/N70035014V/p/?o=ebb9b8947b6efb1b,MicroSD,16 MP,Type-C,2.2 GHz,16 - 31.9 MP,187 g,AMOLED,Full HD,Android,13,7th_generation_intel_kaby_lake_7y30_processor 4nm,Yes,Mobile Phone/ Adapter/ USB Type-C Cable/ SIM Eject Tool/ Protective Case/ Quick Start Guide/ Warranty Card/ Safety information,LTE,Octa Core,Gorilla Glass,Triple,,,,,,,161.1 mm,74.95 mm,7.98 mm,512 GB,200MP+8MP+2MP,,,"Proximity Sensors, ambient_light_sensor, Accelerometer",,120Hz,Android 13,,,,,,
Dual SIM,8 GB,5000 mAh,256 GB,Middle East Version,6.5 in,Nano SIM,Yellow,New,SM-A155FZYIMEA,BSM-A155F/2D8N,Galaxy A15 Dual Sim Yellow 8GB RAM 256GB 4G - Middle East Version,EGP 8470.00 Inclusive of VAT,Samsung,4.4,"['https://f.nooncdn.com/p/pnsku/N70029835V/45/_/1706611090/c8f22b46-f214-441b-bd7f-e0c3dd63a544.jpg', 'https://f.nooncdn.com/p/pnsku/N70029854V/45/_/1707827567/900a61f0-5f7d-4c7f-8c98-069b24ac06ca.jpg', 'https://f.nooncdn.com/p/pnsku/N70029836V/45/_/1703143846/aadd366c-aa03-43ae-9516-4ac7c96bf069.jpg']",https://www.noon.com/egypt-en/galaxy-a15-dual-sim-yellow-8gb-ram-256gb-4g-middle-east-version/N70029836V/p/?o=f1989a6c24e65aac,MicroSD,13 MP,Type-C,,12 - 15.9 MP,,,,Android,,,,"USB-C Type Cable, SIM Tray Ejector, Quick Start Guide",LTE,,,Triple,,,,,2023,4G,,,,1 TB,50+5+2,,,,,90Hz,,,,,,,
Dual SIM,8 GB,5000 mAh,256 GB,UAE Version,6.72 in,Nano SIM,Sunny Oasis,New,RMX3890,realme C67,C67 Dual SIM Sunny Oasis 8GB RAM 256GB 4G - UAE Version,EGP 8213.95 Inclusive of VAT,realme,4.5,"['https://f.nooncdn.com/p/pnsku/N70034345V/45/_/1703921464/2614d6f4-be1b-4e84-886d-e45f8b78d55c.jpg', 'https://f.nooncdn.com/p/pnsku/N70034344V/45/_/1703921462/36a4bb3f-0e63-4846-8fd7-4025a74013b6.jpg']",https://www.noon.com/egypt-en/c67-dual-sim-sunny-oasis-8gb-ram-256gb-4g-uae-version/N70034344V/p/?o=a12393db805a70ee,MicroSD,8 MP,Type-C,,8 - 11.9 MP,189.5 g,LCD,,Android,Realme UI 4.0,Snapdragon 685,Yes,"Handset,Adapter,USB cable,Quick guide,Warranty card",GSM/LTE/UMTS,Octa Core,,Dual,,,,,2023,4G,,7.59 mm,,,108+2,Yes,Qualcomm Snapdragon,"Accelerometer, Proximity Sensors, Fingerprint Scanner",,90Hz,Android 14,,,,,,
Dual SIM,6 GB,3279 mAh,128 GB,International Version,6.1 in,Nano + eSIM,Blue,New,iPhone 14 128,iPhone 14,iPhone 14 128GB Blue 5G With FaceTime - International Version,EGP 30332.95 Inclusive of VAT,Apple,4.5,"['https://f.nooncdn.com/p/pnsku/N53346641A/45/_/1720616657/e6c225c7-3323-408b-befe-b91a4f5aad5e.jpg', 'https://f.nooncdn.com/p/pnsku/N53346618A/45/_/1720616596/2a45b8ae-5561-43aa-bc6a-54345d6ddbde.jpg', 'https://f.nooncdn.com/p/pnsku/N53346847A/45/_/1720616394/60228a23-71d5-424c-94c3-932e5e2434d4.jpg', 'https://f.nooncdn.com/p/pnsku/N53346741A/45/_/1720616647/7f8fc9f6-857c-4b27-90ce-290cc0c15299.jpg', 'https://f.nooncdn.com/p/pnsku/N53346821A/45/_/1720616389/ab6fbff7-5e00-4b21-87f2-5286173abb10.jpg', 'https://f.nooncdn.com/p/v1686137295/N53390272A_1.jpg']",https://www.noon.com/egypt-en/iphone-14-128gb-blue-5g-with-facetime-international-version/N53346618A/p/?o=e51551b280f30d1a,No Expandable Memory,12 MP,Lightning Port,,12 - 15.9 MP,,,,iOS,16,,Yes,,,Hexa Core,,Dual,Dual Tone flash,,,,2022,5G,,,,,12+12 MP,,Apple,,2532x1170,60Hz,,Lightning Port,,,,,
Dual SIM,12 GB,5800 mAh,256 GB,International Version,6.78 in,Nano SIM,Emerald Green,New,ALI-NX1,X9b,X9b Dual SIM 5G Emerald Green 12GB RAM 256GB - International Version,EGP 13550.00 Inclusive of VAT,Honor,4.5,"['https://f.nooncdn.com/p/pnsku/N70023280V/45/_/1725205548/a709d060-64ba-4a0c-951c-f85ce614ff30.jpg', 'https://f.nooncdn.com/p/pnsku/N70023281V/45/_/1725205708/90237443-3a3e-41a8-b3e8-7ba5abbca855.jpg', 'https://f.nooncdn.com/p/pnsku/N70023270V/45/_/1725374652/d14a9238-c721-4c6b-b7a5-bfa6c1bfd568.jpg']",https://www.noon.com/egypt-en/x9b-dual-sim-5g-emerald-green-12gb-ram-256gb-international-version/N70023280V/p/?o=b018bdfc6aa9f40a,No Expandable Memory,16 MP,Type-C,2 GHz,16 - 31.9 MP,185 g,AMOLED,,Android,13,Qualcomm snapdragon SM6450,Yes,,GSM/LTE,Octa Core,,Triple,LED,,Dust Resistant,,2023,5G,163.6 mm,75.5 mm,7.98 mm,,108+5+2,Yes,Qualcomm Snapdragon,"Fingerprint Scanner, Accelerometer, Proximity Sensors",,,,Type-C,,,,,
Dual SIM,6 GB,5000 mAh,128 GB,Middle East Version,6.72 in,Nano SIM,Sunny Oasis/Oasis green,New,C67,C67,C67 Dual SIM Sunny Oasis/green oasis 6GB RAM 128GB 4G - Middle East Version,EGP 7099.00 Inclusive of VAT,realme,4.2,"['https://f.nooncdn.com/p/pnsku/N70035032V/45/_/1704262007/3f5e4f7c-9d38-420e-bae9-3f4cd8d2717b.jpg', 'https://f.nooncdn.com/p/pnsku/N70035031V/45/_/1704262000/9d5b59c9-1858-4e2c-836f-a21f9d08f46c.jpg']",https://www.noon.com/egypt-en/c67-dual-sim-sunny-oasis-green-oasis-6gb-ram-128gb-4g-middle-east-version/N70035031V/p/?o=ba89e1d306654c9d,,8 MP,Type-C,,8 - 11.9 MP,,,,Android,,Snapdragon 685,,,GSM/LTE/UMTS,Octa Core,,,,,,,,4G,,,,,108+2MP,Yes,Qualcomm Snapdragon,,,,Android 14,,,,,,
Single SIM,16 GB,1150 mAh,16 MB,Middle East Version,2.8 in,SIM (Standard),black,,Nokia 6310,,Nokia 6310 black 4G,EGP 1221.95 Inclusive of VAT,NOKIA,3.2,[],https://www.noon.com/egypt-en/nokia-6310-black-4g/N53404995A/p/?o=c9930df81b6dd1bd,,,Micro USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Camera,,,,
Dual SIM,6 GB,6000 mAh,256 GB,Middle East Version,6.8 in,Nano SIM,Flowing Silver,New,CLK - LX2,X7b,"X7b Dual SIM 6GB RAM 256GB 4G - Flowing Silver, With Honor X6 Earbuds - White",EGP 9650.00 Inclusive of VAT,Honor,5,"['https://f.nooncdn.com/p/pnsku/N70070457V/45/_/1715139127/834919ba-44a1-466e-bbb7-4fe8dbf8a2ae.jpg', 'https://f.nooncdn.com/p/pnsku/N70070456V/45/_/1715139123/ba9199a8-1d9c-4ba0-8c84-3022c2f63ca3.jpg', 'https://f.nooncdn.com/p/pnsku/N70070455V/45/_/1715139117/3a0372d7-bfdc-4176-84df-dcd7303dad0d.jpg']",https://www.noon.com/egypt-en/x7b-dual-sim-6gb-ram-256gb-4g-flowing-silver-with-honor-x6-earbuds-white/N70070456V/p/?o=cd9c76eff4ef546b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,6 GB,6000 mAh,256 GB,Middle East Version,6.8 in,Nano SIM,Emerald Green,New,CLK - LX2,X7b,"X7b Dual SIM  6GB RAM 256GB 4G - Emerald Green, With Honor X6 Earbuds - White",EGP 9650.00 Inclusive of VAT,Honor,4.5,"['https://f.nooncdn.com/p/pnsku/N70070457V/45/_/1715139127/834919ba-44a1-466e-bbb7-4fe8dbf8a2ae.jpg', 'https://f.nooncdn.com/p/pnsku/N70070456V/45/_/1715139123/ba9199a8-1d9c-4ba0-8c84-3022c2f63ca3.jpg', 'https://f.nooncdn.com/p/pnsku/N70070455V/45/_/1715139117/3a0372d7-bfdc-4176-84df-dcd7303dad0d.jpg']",https://www.noon.com/egypt-en/x7b-dual-sim-6gb-ram-256gb-4g-emerald-green-with-honor-x6-earbuds-white/N70070457V/p/?o=be0b92ad992f323a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,6 GB,6000 mAh,256 GB,Middle East Version,6.8 in,Nano SIM,Midnight Black,New,CLK - LX2,X7b,"X7b Dual SIM 6GB RAM 256GB 4G - Midnight Black, With Honor X6 Earbuds - White",EGP 9650.00 Inclusive of VAT,Honor,5,"['https://f.nooncdn.com/p/pnsku/N70070457V/45/_/1715139127/834919ba-44a1-466e-bbb7-4fe8dbf8a2ae.jpg', 'https://f.nooncdn.com/p/pnsku/N70070456V/45/_/1715139123/ba9199a8-1d9c-4ba0-8c84-3022c2f63ca3.jpg', 'https://f.nooncdn.com/p/pnsku/N70070455V/45/_/1715139117/3a0372d7-bfdc-4176-84df-dcd7303dad0d.jpg']",https://www.noon.com/egypt-en/x7b-dual-sim-6gb-ram-256gb-4g-midnight-black-with-honor-x6-earbuds-white/N70070455V/p/?o=acec4395fb86acad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,4 GB,5000 mAh,64 GB,Middle East Version,6.6 in,Nano SIM,Shiny Gold,New,X6525,Smart 8,Smart 8 Dual SIM Shiny Gold 4GB RAM 64GB 4G - Middle East Version,EGP 4075.00 Inclusive of VAT,Infinix,4.6,"['https://f.nooncdn.com/p/pnsku/N70031433V/45/_/1703133154/9b50065c-c49f-4599-94bd-7ee28bbf9757.jpg', 'https://f.nooncdn.com/p/pnsku/N70031432V/45/_/1703133148/86476ce3-af35-4397-86b7-92da80b58364.jpg', 'https://f.nooncdn.com/p/pnsku/N70040671V/45/_/1706068870/b9d05b24-7fac-4f51-a8e0-6bc25a705d71.jpg']",https://www.noon.com/egypt-en/smart-8-dual-sim-shiny-gold-4gb-ram-64gb-4g-middle-east-version/N70031432V/p/?o=c0c5de8d663e01ed,,8 MP,,,8 - 11.9 MP,,,,,,,,,,,,,,,,,,4G,,,,,13MP,Yes,,,,,,,,,,,
Dual SIM,12 GB,5000 mAh,512 GB,International Version,6.67 in,Nano SIM,Midnight Black,New,"2312DRA50C, 2312CRAD3C, 2312DRA50G, 2312DRA50I, 23117RA68G",Redmi Note 13 Pro,Redmi Note 13 Pro Dual SIM Midnight Black 12GB RAM 512GB - Global Version,EGP 13990.00 Inclusive of VAT,Xiaomi,4.5,"['https://f.nooncdn.com/p/pnsku/N70035014V/45/_/1706515769/e58f27d5-0acf-4f99-940d-15f7d4cce75a.jpg', 'https://f.nooncdn.com/p/pnsku/N70035013V/45/_/1706515791/d884bb55-0360-465c-980a-4a893c9c375a.jpg', 'https://f.nooncdn.com/p/pnsku/N70035015V/45/_/1706515791/3a8644b6-ecb0-4ff8-afbd-f77f8ec03cb2.jpg']",https://www.noon.com/egypt-en/redmi-note-13-pro-dual-sim-midnight-black-12gb-ram-512gb-global-version/N70035013V/p/?o=c66cc9473871f3fd,MicroSD,16 MP,Type-C,2.2 GHz,16 - 31.9 MP,187 g,AMOLED,Full HD,Android,13,7th_generation_intel_kaby_lake_7y30_processor 4nm,Yes,Mobile Phone/ Adapter/ USB Type-C Cable/ SIM Eject Tool/ Protective Case/ Quick Start Guide/ Warranty Card/ Safety information,LTE,Octa Core,Gorilla Glass,Triple,,,,,,,161.1 mm,74.95 mm,7.98 mm,512 GB,200MP+8MP+2MP,,,"Proximity Sensors, ambient_light_sensor, Accelerometer",,120Hz,Android 13,,,,,,
Dual SIM,8 GB,3650 mAh,256 GB,Middle East Version,6.1 in,Nano + eSIM,Natural Titanium,New,"MTUF3AH/A,MTV53AA/A",iPhone 15 Pro,iPhone 15 Pro 256GB Natural Titanium 5G With FaceTime - Middle East Version,EGP 57999.00 Inclusive of VAT,Apple,4.6,"['https://f.nooncdn.com/p/pnsku/N53432477A/45/_/1694762162/a5341766-8bac-4224-ab5e-c818c2055e79.jpg', 'https://f.nooncdn.com/p/pnsku/N53432635A/45/_/1694762152/0267234a-aa97-4ef9-821c-fe2f4d9d603c.jpg', 'https://f.nooncdn.com/p/pnsku/N53432933A/45/_/1694762130/1ffcd029-6aeb-4420-b63d-c3d534ebd470.jpg', 'https://f.nooncdn.com/p/pnsku/N53432514A/45/_/1694762204/582d3da8-a6e3-4761-85fb-6d912acedf3c.jpg']",https://www.noon.com/egypt-en/iphone-15-pro-256gb-natural-titanium-5g-with-facetime-middle-east-version/N53432933A/p/?o=c0a26c8dac2a867d,,,Type-C,,,,Dynamic AMOLED,,iOS,17,A17 Pro,Yes,,,Octa Core,,Triple,LED,,,,2023,5G,,,,,,Yes,Apple Bionic,,,120Hz,,,,,,,
Dual SIM,6 GB,5000 mAh,128 GB,International Version,6.5 in,Nano SIM,Blue/Black,New,Galaxy A15,Galaxy A15,Galaxy A15 Dual SIM Blue/Black 6GB RAM 128GB 4G LTE -International Version,EGP 7050.00 Inclusive of VAT,Samsung,4.4,[],https://www.noon.com/egypt-en/galaxy-a15-dual-sim-blue-black-6gb-ram-128gb-4g-lte-international-version/N70065709V/p/?o=ef1c024fda0915ca,,,Type-C,,,,,,Android,,,,,,,,,,,,,,4G,,,,,,,,,,,,,,,,,
Dual SIM,8 GB,3561 mAh,128 GB,International Version,6.1 in,Nano + eSIM,Black,New,iPhone 16,iPhone 16,iPhone 16 128GB Black 5G With FaceTime - International Version,EGP 45861.65 Inclusive of VAT,Apple,4.3,"['https://f.nooncdn.com/p/pnsku/N70106131V/45/_/1725964733/2ca5e7e5-575e-4636-bc29-efccc177547f.jpg', 'https://f.nooncdn.com/p/pnsku/N70106130V/45/_/1725965631/8994930f-a847-44c2-9d7c-01ea55776031.jpg', 'https://f.nooncdn.com/p/pnsku/N70106133V/45/_/1725964635/670dfc59-8c91-4429-bb15-51b8d22068ba.jpg', 'https://f.nooncdn.com/p/pnsku/N70106132V/45/_/1725965692/cf70424d-3e18-465b-8527-53f835bac1c6.jpg', 'https://f.nooncdn.com/p/pnsku/N70106134V/45/_/1725964828/945b53af-f75f-47f4-9ac5-03c0f20ed855.jpg']",https://www.noon.com/egypt-en/iphone-16-128gb-black-5g-with-facetime-international-version/N70106131V/p/?o=cbabced25eb6355b,No Expandable Memory,12 MP,Type-C,,12 - 15.9 MP,170 g,Retina Display,,iOS,,A18,Yes,Mobile + Charging Cable,,Hexa Core,,Dual,Dual Tone flash,,Water Resistant,,2024,5G,71.6 mm,147.6 mm,7.8 mm,,48+12,Yes,Apple,,1179x2556,120Hz,iOS 18,Type-C,,,,,
Dual SIM,4 GB,5100 mAh,64 GB,Middle East Version,6.72 in,Micro SIM,Nebula Red,New,OPPO A3x,OPPO A3X,A3x Dual SIM Nebula Red 4GB RAM 64GB 4G - Middle East Version,EGP 5400.00 Inclusive of VAT,OPPO,,[],https://www.noon.com/egypt-en/a3x-dual-sim-nebula-red-4gb-ram-64gb-4g-middle-east-version/N70114003V/p/?o=bdae4581b84e40dc,MicroSD,,Type-C,,,,,,Android,,,,,,,,,,,,,,4G,,,,,,,,,,90Hz,,,,,,,
Dual SIM,12 GB,5500 mAh,256 GB,International Version,6.78 in,Nano SIM,Razor Green,New,RMX3851,realme GT6,GT6 5G Dual SIM Razor Green 12GB RAM 256GB 5G - International Version,EGP 24385.80 Inclusive of VAT,realme,4.4,"['https://f.nooncdn.com/p/pnsku/N70087084V/45/_/1719398395/b12ffcb5-c159-48ee-9242-de446da56bad.jpg', 'https://f.nooncdn.com/p/pnsku/N70087083V/45/_/1719398325/726dd5b1-805c-4c18-8fb5-5066f30d7e7e.jpg']",https://www.noon.com/egypt-en/gt6-5g-dual-sim-razor-green-12gb-ram-256gb-5g-international-version/N70087083V/p/?o=db3aee6cc3bf4d3e,MicroSD,32 MP,Type-C,,32 MP & Above,191 g,AMOLED,,Android,Realme UI 5.0,8s Gen 3,Yes,"Handset,Adapter,USB cable,Quick guide,Warranty card",GSM/LTE/UMTS,Octa Core,,Triple,LED,,,,2024,5G,162 mm,8.6 mm,75.1 mm,,50+50+8 mp,Yes,Qualcomm Snapdragon,"Accelerometer, proximity_sensors, fingerprint_scanner",2700 x 1228,120Hz,,,,,,,
